  ,biospecimen_repository_sample_id,BioSample,Body Site,Paired Raw R1 Read Count,hg38 unaligned Count,RMHM viral aligned Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l40 EBV Count,RMHM viral q30 l50 EBV Count,RMHM viral q30 l60 EBV Count,Human Virome EBV Count,RMHM viral q30 l30 CMV Count,RMHM viral q30 l40 CMV Count,RMHM viral q30 l50 CMV Count,RMHM viral q30 l60 CMV Count,Human Virome CMV Count,RMHM viral q30 l30 HSV1 Count,RMHM viral q30 l40 HSV1 Count,RMHM viral q30 l50 HSV1 Count,RMHM viral q30 l60 HSV1 Count,Human Virome HSV1 Count,RMHM viral q30 l30 HSV2 Count,RMHM viral q30 l40 HSV2 Count,RMHM viral q30 l50 HSV2 Count,RMHM viral q30 l60 HSV2 Count,Human Virome HSV2 Count
SRR2167642,GTEX-T6MN-0011-R11A-SM-5S2TH,SAMN03877474,Brain - Cerebellar Hemisphere,89242855,2331969,87379,8,8,8,8,8,26,,,,,,,,,,,,,,,
SRR660969,GTEX-T6MN-0011-R1A-SM-32QOY,SAMN01887241,Brain - Hippocampus,58078330,2730175,282542,,,,,,,,,,,,,,,,,,,,,
SRR657973,GTEX-T6MN-0011-R2A-SM-32QOW,SAMN01886805,Brain - Substantia nigra,60620705,1901752,205157,,,,,,,,,,,,,,,,,,,,,
SRR656516,GTEX-T6MN-0011-R4A-SM-32QPG,SAMN01887348,Brain - Amygdala,55127529,6922416,1203419,,,,,,1,,,,,,,,,,,,,,,
SRR657587,GTEX-T6MN-0011-R5A-SM-32QPD,SAMN01886839,Brain - Caudate (basal ganglia),80814075,3121022,566192,,,,,,,,,,,,,,,,,,,,,
SRR655134,GTEX-T6MN-0011-R6A-SM-32QP8,SAMN01887219,Brain - Nucleus accumbens (basal ganglia),64656646,2369196,537042,,,,,,,,,,,,,,,,,,,,,
SRR659899,GTEX-T6MN-0011-R7A-SM-32QP5,SAMN01886822,Brain - Putamen (basal ganglia),47807605,2459404,408480,,,,,,,,,,,,,,,,,,,,,
SRR665502,GTEX-T6MN-0011-R8A-SM-32QP3,SAMN01887098,Brain - Hypothalamus,53932097,1757942,175358,,,,,,,,,,,,,,,,,,,,,
SRR661723,GTEX-T6MN-0011-R9A-SM-32QOZ,SAMN01887015,Brain - Spinal cord (cervical c-1),58421786,1816114,190208,,,,,,,,,,,,,,,,,,,,,
SRR663681,GTEX-T6MN-2526-SM-32PMN,SAMN01887505,Brain - Cerebellum,48797615,1693385,172785,,,,,,,,,,,,,,,,,,,,,
SRR660933,GTEX-T6MN-2626-SM-32PMQ,SAMN01887011,Brain - Cortex,54947938,1512789,278643,,,,,,,,,,,,,,,,,,,,,
SRR657635,GTEX-TSE9-0011-R10A-SM-3DB7O,SAMN01886979,Brain - Frontal Cortex (BA9),86438953,3069371,263684,,,,,,,,,,,,,,,,,,,,,
SRR655375,GTEX-TSE9-0011-R11A-SM-3DB7N,SAMN01887474,Brain - Cerebellar Hemisphere,97726090,5118158,1302436,,,,,,,,,,,,,,,,,,,,,
SRR656564,GTEX-TSE9-0011-R1A-SM-3DB7E,SAMN01887159,Brain - Hippocampus,66639884,6194820,2025345,,,,,,,,,,,,,,,,,,,,,
SRR660330,GTEX-TSE9-0011-R4A-SM-3DB7H,SAMN01886849,Brain - Amygdala,72902681,3083288,516607,,,,,,,,,,,,,,,,,,,,,
SRR662725,GTEX-TSE9-0011-R5A-SM-3DB7J,SAMN01886831,Brain - Caudate (basal ganglia),105223699,3913843,745903,,,,,,,,,,,,,,,,,,,,,
SRR659187,GTEX-TSE9-0011-R6A-SM-3DB7L,SAMN01886894,Brain - Nucleus accumbens (basal ganglia),91783845,2699410,329038,,,,,,,,,,,,,,,,,,,,,
SRR659780,GTEX-TSE9-0011-R7A-SM-3DB7P,SAMN01887252,Brain - Putamen (basal ganglia),75554857,4177744,682885,,,,,,,,,,,,,,,,,,,,,
SRR659013,GTEX-TSE9-0011-R8A-SM-3DB7R,SAMN01887401,Brain - Hypothalamus,52671342,2865764,556433,,,,,,,,,,,,,,,,,,,,,
SRR655146,GTEX-TSE9-0011-R9A-SM-3DB7Q,SAMN01887529,Brain - Spinal cord (cervical c-1),81609558,2853628,343475,,,,,,,,,,,,,,,,,,,,,
SRR658813,GTEX-TSE9-2926-SM-3DB77,SAMN01887321,Brain - Cerebellum,88343566,3482751,500608,,,,,,,,,,,,,,,,,,,,,
SRR663320,GTEX-TSE9-3026-SM-3DB76,SAMN01887116,Brain - Cortex,85015960,3172397,226940,,,,,,,,,,,,,,,,,,,,,
SRR657127,GTEX-UTHO-0011-R10A-SM-3GIJQ,SAMN01887281,Brain - Frontal Cortex (BA9),51291541,3636095,1305841,,,,,,,,,,,,,,,,,,,,,
SRR662799,GTEX-UTHO-0011-R11A-SM-3GIJE,SAMN01887150,Brain - Cerebellar Hemisphere,41540226,1734962,153316,,,,,,,,,,,,,,,,,,,,,
SRR660103,GTEX-UTHO-0011-R1A-SM-3GIJO,SAMN01887323,Brain - Hippocampus,45494012,1926407,238535,,,,,,,,,,,,,,,,,,,,,
SRR661925,GTEX-UTHO-0011-R2A-SM-3GIKC,SAMN01887191,Brain - Substantia nigra,35961967,1654828,379590,,,,,,,,,,,,,,,,,,,,,
SRR660945,GTEX-UTHO-0011-R3A-SM-3GIK8,SAMN01886942,Brain - Anterior cingulate cortex (BA24),44022467,1677172,207768,,,,,,,,,,,,,,,,,,,,,
SRR659625,GTEX-UTHO-0011-R4A-SM-3GIJP,SAMN01887324,Brain - Amygdala,45736561,6097843,3087048,,,,,,,,,,,,,,,,,,,,,
SRR656552,GTEX-UTHO-0011-R5A-SM-3GIJD,SAMN01886992,Brain - Caudate (basal ganglia),26857984,5216241,1327890,,,,,,,,,,,,,,,,,,,,,
SRR664842,GTEX-UTHO-0011-R6A-SM-3GIJW,SAMN01887442,Brain - Nucleus accumbens (basal ganglia),52533232,1694010,165055,,,,,,,,,,,,,,,,,,,,,
SRR5125409,GTEX-UTHO-2926-SM-3P5Z9,SAMN01993998,Brain - Cerebellum,65784689,1572321,91807,10,10,9,9,9,28,,,,,,1197,1094,982,908,512,1,1,1,1,
SRR5125410,GTEX-UTHO-2926-SM-3P5Z9,SAMN01993998,Brain - Cerebellum,65784689,1572321,91807,10,10,9,9,9,28,,,,,,1197,1094,982,908,512,1,1,1,1,
SRR820468,GTEX-UTHO-2926-SM-3P5Z9,SAMN01993998,Brain - Cerebellum,65784689,1572321,91807,10,10,9,9,9,28,,,,,,1197,1094,982,908,512,1,1,1,1,
SRR656745,GTEX-UTHO-3026-SM-3GAFB,SAMN01887206,Brain - Cortex,92618061,3593898,338676,,,,,,,,,,,,,,,,,,,,,
SRR5125373,GTEX-WHSE-0011-R11A-SM-3P5YY,SAMN01994116,Brain - Cerebellar Hemisphere,66332332,1628575,98744,27,27,27,27,25,49,,,,,,1768,1638,1515,1425,785,1,1,1,1,
SRR5125374,GTEX-WHSE-0011-R11A-SM-3P5YY,SAMN01994116,Brain - Cerebellar Hemisphere,66332332,1628575,98744,27,27,27,27,25,49,,,,,,1768,1638,1515,1425,785,1,1,1,1,
SRR820107,GTEX-WHSE-0011-R11A-SM-3P5YY,SAMN01994116,Brain - Cerebellar Hemisphere,66332332,1628575,98744,27,27,27,27,25,49,,,,,,1768,1638,1515,1425,785,1,1,1,1,
SRR5125370,GTEX-WHSE-0011-R1A-SM-3P5ZK,SAMN01994256,Brain - Hippocampus,71051028,1179357,91053,35,35,32,32,31,61,,,,,,2465,2311,2147,2004,1108,5,4,4,4,2
SRR5125371,GTEX-WHSE-0011-R1A-SM-3P5ZK,SAMN01994256,Brain - Hippocampus,71051028,1179357,91053,35,35,32,32,31,61,,,,,,2465,2311,2147,2004,1108,5,4,4,4,2
SRR817715,GTEX-WHSE-0011-R1A-SM-3P5ZK,SAMN01994256,Brain - Hippocampus,71051028,1179357,91053,35,35,32,32,31,61,,,,,,2465,2311,2147,2004,1108,5,4,4,4,2
SRR820518,GTEX-WHSE-0011-R2A-SM-3P5ZL,SAMN01994063,Brain - Substantia nigra,57652353,1004023,74161,20,20,20,19,17,51,,,,,,4731,4499,4236,4013,2237,3,3,3,3,2
SRR5125364,GTEX-WHSE-0011-R3A-SM-3P5ZM,SAMN01994336,Brain - Anterior cingulate cortex (BA24),59147414,936215,72120,25,25,24,23,22,48,,,,,,1484,1375,1267,1176,658,1,1,,,
SRR5125365,GTEX-WHSE-0011-R3A-SM-3P5ZM,SAMN01994336,Brain - Anterior cingulate cortex (BA24),59147414,936215,72120,25,25,24,23,22,48,,,,,,1484,1375,1267,1176,658,1,1,,,
SRR817832,GTEX-WHSE-0011-R3A-SM-3P5ZM,SAMN01994336,Brain - Anterior cingulate cortex (BA24),59147414,936215,72120,25,25,24,23,22,48,,,,,,1484,1375,1267,1176,658,1,1,,,
SRR5125361,GTEX-WHSE-0011-R4A-SM-3P5ZN,SAMN01994322,Brain - Amygdala,60790768,1026314,76158,40,40,40,40,39,74,,,,,,2250,2102,1963,1845,1024,3,3,2,2,2
SRR5125362,GTEX-WHSE-0011-R4A-SM-3P5ZN,SAMN01994322,Brain - Amygdala,60790768,1026314,76158,40,40,40,40,39,74,,,,,,2250,2102,1963,1845,1024,3,3,2,2,2
SRR820883,GTEX-WHSE-0011-R4A-SM-3P5ZN,SAMN01994322,Brain - Amygdala,60790768,1026314,76158,40,40,40,40,39,74,,,,,,2250,2102,1963,1845,1024,3,3,2,2,2
SRR5125358,GTEX-WHSE-0011-R5A-SM-3P5ZO,SAMN01993989,Brain - Caudate (basal ganglia),61300878,1172084,80649,31,31,31,29,29,53,,,,,,1378,1282,1186,1089,604,,,,,
SRR5125359,GTEX-WHSE-0011-R5A-SM-3P5ZO,SAMN01993989,Brain - Caudate (basal ganglia),61300878,1172084,80649,31,31,31,29,29,53,,,,,,1378,1282,1186,1089,604,,,,,
SRR818110,GTEX-WHSE-0011-R5A-SM-3P5ZO,SAMN01993989,Brain - Caudate (basal ganglia),61300878,1172084,80649,31,31,31,29,29,53,,,,,,1378,1282,1186,1089,604,,,,,
SRR5125356,GTEX-WHSE-0011-R6A-SM-3P5ZP,SAMN01994219,Brain - Nucleus accumbens (basal ganglia),61699408,1216941,75235,28,28,28,27,26,67,,,,,,2634,2443,2286,2135,1189,1,,,,
SRR5125357,GTEX-WHSE-0011-R6A-SM-3P5ZP,SAMN01994219,Brain - Nucleus accumbens (basal ganglia),61699408,1216941,75235,28,28,28,27,26,67,,,,,,2634,2443,2286,2135,1189,1,,,,
SRR817978,GTEX-WHSE-0011-R6A-SM-3P5ZP,SAMN01994219,Brain - Nucleus accumbens (basal ganglia),61699408,1216941,75235,28,28,28,27,26,67,,,,,,2634,2443,2286,2135,1189,1,,,,
SRR5125352,GTEX-WHSE-0011-R7A-SM-3P5YZ,SAMN01994057,Brain - Putamen (basal ganglia),61760665,1056320,76826,30,30,28,28,28,45,,,,,,1915,1771,1632,1526,824,4,4,4,4,2
SRR5125353,GTEX-WHSE-0011-R7A-SM-3P5YZ,SAMN01994057,Brain - Putamen (basal ganglia),61760665,1056320,76826,30,30,28,28,28,45,,,,,,1915,1771,1632,1526,824,4,4,4,4,2
SRR818146,GTEX-WHSE-0011-R7A-SM-3P5YZ,SAMN01994057,Brain - Putamen (basal ganglia),61760665,1056320,76826,30,30,28,28,28,45,,,,,,1915,1771,1632,1526,824,4,4,4,4,2
SRR5125349,GTEX-WHSE-0011-R8A-SM-3P5Z1,SAMN01994112,Brain - Hypothalamus,63175112,1052057,84116,30,30,30,30,28,41,,,,,,1556,1421,1293,1213,642,2,2,2,2,
SRR5125350,GTEX-WHSE-0011-R8A-SM-3P5Z1,SAMN01994112,Brain - Hypothalamus,63175112,1052057,84116,30,30,30,30,28,41,,,,,,1556,1421,1293,1213,642,2,2,2,2,
SRR818348,GTEX-WHSE-0011-R8A-SM-3P5Z1,SAMN01994112,Brain - Hypothalamus,63175112,1052057,84116,30,30,30,30,28,41,,,,,,1556,1421,1293,1213,642,2,2,2,2,
SRR814563,GTEX-WHSE-2926-SM-3NMBG,SAMN01994233,Brain - Cerebellum,58816415,1683665,99456,54,54,54,54,54,121,,,,,,,,,,,,,,,
SRR5125346,GTEX-WHSE-3026-SM-3P5ZH,SAMN01994281,Brain - Cortex,54904014,977647,65980,37,37,36,35,32,60,,,,,,975,876,796,748,403,1,1,1,1,1
SRR5125347,GTEX-WHSE-3026-SM-3P5ZH,SAMN01994281,Brain - Cortex,54904014,977647,65980,37,37,36,35,32,60,,,,,,975,876,796,748,403,1,1,1,1,1
SRR816770,GTEX-WHSE-3026-SM-3P5ZH,SAMN01994281,Brain - Cortex,54904014,977647,65980,37,37,36,35,32,60,,,,,,975,876,796,748,403,1,1,1,1,1
SRR818210,GTEX-WL46-0011-R10A-SM-3MJFQ,SAMN01994315,Brain - Frontal Cortex (BA9),71001394,1799710,205364,,,,,,,,,,,,,,,,,,,,,
SRR818188,GTEX-WL46-0011-R11A-SM-3MJFT,SAMN01994011,Brain - Cerebellar Hemisphere,60346268,1529629,94052,,,,,,,,,,,,,,,,,,,,,
SRR819134,GTEX-WL46-0011-R1A-SM-3LK6M,SAMN01993996,Brain - Hippocampus,50177362,2409063,486429,,,,,,,,,,,,,,,,,,,,,
SRR817797,GTEX-WL46-0011-R2A-SM-3LK6O,SAMN01993848,Brain - Substantia nigra,57211505,1551129,207313,,,,,,,,,,,,,,,,,,,,,
SRR814989,GTEX-WL46-0011-R3A-SM-3TW8E,SAMN01993827,Brain - Anterior cingulate cortex (BA24),53805786,892817,62873,,,,,,,,,,,,,,,,,,,,,
SRR821434,GTEX-WL46-0011-R5A-SM-3LK6V,SAMN01994166,Brain - Caudate (basal ganglia),44147944,1029431,73078,,,,,,,,,,,,,,,,,,,,,
SRR821581,GTEX-WL46-0011-R6A-SM-3LK6X,SAMN01994314,Brain - Nucleus accumbens (basal ganglia),57037654,1518837,107498,,,,,,,,,,,,,,,,,,,,,
SRR817629,GTEX-WL46-0011-R7A-SM-3LK7X,SAMN01994389,Brain - Putamen (basal ganglia),48906817,1157239,94888,,,,,,,,,,,,,,,,,,,,,
SRR817880,GTEX-WL46-0011-R9A-SM-3MJFP,SAMN01994187,Brain - Spinal cord (cervical c-1),79725474,1639414,147372,,,,,,,,,,,,,,,,,,,,,
SRR817190,GTEX-WL46-2826-SM-3LK81,SAMN01994323,Brain - Cerebellum,44586606,2254894,437052,,,,,,,,,,,,,,,,,,,,,
SRR812436,GTEX-WL46-2926-SM-3LK82,SAMN01994345,Brain - Cortex,57693635,1288116,91664,,,,,,,,,,,,,,,,,,,,,
SRR814967,GTEX-WVLH-0011-R10A-SM-3MJFM,SAMN01993841,Brain - Frontal Cortex (BA9),61510287,1262158,110485,,,,,,,,,,,,,,,,,,,,,
SRR819999,GTEX-WVLH-0011-R11A-SM-3MJFO,SAMN01993990,Brain - Cerebellar Hemisphere,61772347,1789961,103438,,,,,,,,,,,,,,,,,,,,,
SRR1378155,GTEX-WVLH-0011-R1A-SM-4MVOK,SAMN02789201,Brain - Hippocampus,62124394,1785621,48671,,,,,,3,,,,,,,,,,,,,,,
SRR807591,GTEX-WVLH-0011-R2A-SM-3MJFJ,SAMN01994354,Brain - Substantia nigra,69726773,1268711,102071,,,,,,,,,,,,,,,,,,,,,
SRR818418,GTEX-WVLH-0011-R4A-SM-3MJFS,SAMN01994038,Brain - Amygdala,108213279,1890922,204751,,,,,,,,,,,,,,,,,,,,,
SRR818396,GTEX-WVLH-0011-R5A-SM-3MJFW,SAMN01994292,Brain - Caudate (basal ganglia),67773296,1353471,102940,,,,,,,,,,,,,,,,,,,,,
SRR817905,GTEX-WVLH-0011-R6A-SM-3MJFZ,SAMN01994131,Brain - Nucleus accumbens (basal ganglia),63417813,1205553,89951,,,,,,,,,,,,,,,,,,,,,
SRR817775,GTEX-WVLH-0011-R7A-SM-3MJFB,SAMN01994051,Brain - Putamen (basal ganglia),62212813,1025086,83090,,,,,,,,,,,,,,,,,,,,,
SRR820379,GTEX-WVLH-0011-R8A-SM-3MJFC,SAMN01994184,Brain - Hypothalamus,55977418,950004,83363,,,,,,,,,,,,,,,,,,,,,
SRR807657,GTEX-WVLH-2926-SM-3MJG5,SAMN01994446,Brain - Cerebellum,61336829,1570199,99008,,,,,,,,,,,,,,,,,,,,,
SRR810877,GTEX-WVLH-3026-SM-3MJG9,SAMN01994458,Brain - Cortex,63990733,1975217,260423,,,,,,,,,,,,,,,,,,,,,
SRR818033,GTEX-WWYW-0011-R10A-SM-3NB35,SAMN01994108,Brain - Frontal Cortex (BA9),65925982,1704017,127353,,,,,,,,,,,,,,,,,,,,,
SRR821468,GTEX-WWYW-0011-R11A-SM-3NB38,SAMN01993881,Brain - Cerebellar Hemisphere,69837659,2156597,142012,,,,,,,,,,,,,,,,,,,,,
SRR817751,GTEX-WWYW-0011-R1A-SM-3TW8G,SAMN01994257,Brain - Hippocampus,68497278,1275906,79662,,,,,,,,,,,,,,,,,,,,,
SRR817927,GTEX-WWYW-0011-R5A-SM-3NB3E,SAMN01994226,Brain - Caudate (basal ganglia),68745145,2053900,136732,,,,,,,,,,,,,,,,,,,,,
SRR820157,GTEX-WWYW-0011-R6A-SM-3NB3G,SAMN01993983,Brain - Nucleus accumbens (basal ganglia),68940814,1794421,130116,,,,,,,,,,,,,,,,,,,,,
SRR818971,GTEX-WWYW-0011-R7A-SM-3NB3H,SAMN01994000,Brain - Putamen (basal ganglia),71227434,2019267,132560,,,,,,,,,,,,,,,,,,,,,
SRR820256,GTEX-WWYW-0011-R8A-SM-3NB3S,SAMN01993922,Brain - Hypothalamus,67134874,1708943,129274,,,,,,,,,,,,,,,,,,,,,
SRR815232,GTEX-WWYW-3026-SM-3NB36,SAMN01994168,Brain - Cerebellum,69097887,2658619,145426,,,,,,,,,,,,,,,,,,,,,
SRR810319,GTEX-WWYW-3126-SM-3NB39,SAMN01993861,Brain - Cortex,65055387,1479478,116674,,,,,,,,,,,,,,,,,,,,,
SRR1084842,GTEX-WZTO-0011-R10B-SM-4E3KB,SAMN02465348,Brain - Frontal Cortex (BA9),61395365,1502079,58144,,,,,,,,,,,,,,,,,,,,,
SRR1097392,GTEX-WZTO-0011-R11A-SM-4E3K9,SAMN02464858,Brain - Cerebellar Hemisphere,52061252,1776103,59590,,,,,,,,,,,,,,,,,,,,,
SRR819370,GTEX-WZTO-0011-R1B-SM-3NMAR,SAMN01993931,Brain - Hippocampus,55171819,1268185,95992,19,19,17,14,14,39,,,,,,,,,,,,,,,
SRR821626,GTEX-WZTO-0011-R3B-SM-3NMC6,SAMN01994043,Brain - Anterior cingulate cortex (BA24),58457667,1151992,84877,31,31,31,30,29,78,,,,,,,,,,,,,,,
SRR821549,GTEX-WZTO-0011-R4A-SM-3NMC7,SAMN01994231,Brain - Amygdala,57802497,1143240,87319,57,57,54,53,50,109,,,,,,,,,,,,,,,
SRR816721,GTEX-WZTO-0011-R5B-SM-3NMC5,SAMN01994418,Brain - Caudate (basal ganglia),60288863,1149044,85609,57,57,52,50,48,117,,,,,,,,,,,,,,,
SRR1070986,GTEX-WZTO-0011-R6B-SM-4E3J6,SAMN02465302,Brain - Nucleus accumbens (basal ganglia),51448415,1319195,51988,,,,,,,,,,,,,,,,,,,,,
SRR1075898,GTEX-WZTO-0011-R7B-SM-4E3IS,SAMN02465068,Brain - Putamen (basal ganglia),50413865,1189017,48818,,,,,,,,,,,,,,,,,,,,,
SRR1072504,GTEX-WZTO-0011-R8A-SM-4E3II,SAMN02465995,Brain - Hypothalamus,54792655,1360716,54913,,,,,,,,,,,,,,,,,,,,,
SRR816292,GTEX-WZTO-2826-SM-3NM8P,SAMN01994383,Brain - Cerebellum,63845988,2026507,122226,42,42,41,39,37,57,,,,,,,,,,,,,,,
SRR820078,GTEX-WZTO-2926-SM-3NM9I,SAMN01994214,Brain - Cortex,66315295,1352919,110055,43,43,42,40,38,71,,,,,,,,,,,,,,,
SRR1084649,GTEX-X261-0011-R10B-SM-4E3JT,SAMN02465896,Brain - Frontal Cortex (BA9),53371138,1434645,54683,,,,,,,,,,,,,,,,,,,,,
SRR1097752,GTEX-X261-0011-R11A-SM-4E3JY,SAMN02465937,Brain - Cerebellar Hemisphere,54758094,1734223,65139,,,,,,,,,,,,,,,,,,,,,
SRR818057,GTEX-X261-0011-R5A-SM-3NMB4,SAMN01994003,Brain - Caudate (basal ganglia),54687074,1108775,83931,52,52,52,51,49,93,,,,,,,,,,,,,,,
SRR1082759,GTEX-X261-0011-R6B-SM-4E3J8,SAMN02464827,Brain - Nucleus accumbens (basal ganglia),52527810,1494338,49459,,,,,,,,,,,,,,,,,,,,,
SRR1099023,GTEX-X261-0011-R7A-SM-4E3JJ,SAMN02465967,Brain - Putamen (basal ganglia),51348607,1178674,45640,,,,,,,,,,,,,,,,,,,,,
SRR1071880,GTEX-X261-0011-R8A-SM-4E3I5,SAMN02465421,Brain - Hypothalamus,52524935,1484928,52908,,,,,,,,,,,,,,,,,,,,,
SRR1398839,GTEX-X261-3126-SM-4PQZC,SAMN02787456,Brain - Cerebellum,31286789,1006577,27073,16,16,16,16,16,31,,,,,,,,,,,,,,,
SRR1487362,GTEX-X4EP-0011-R10B-SM-4QASJ,SAMN02793225,Brain - Frontal Cortex (BA9),39017077,1432056,120106,6,6,6,6,6,6,,,,,,75692,74422,73006,71657,40561,65,65,63,62,39
SRR1440763,GTEX-X4EP-0011-R11B-SM-4QASK,SAMN02789234,Brain - Cerebellar Hemisphere,35143680,1822150,34050,1,1,1,1,1,4,,,,,,277,261,254,248,123,,,,,
SRR5125577,GTEX-X4EP-0011-R1A-SM-3P624,SAMN01993957,Brain - Hippocampus,59285683,19765564,17914129,40,40,40,40,40,,,,,,,14623242,14015127,13362183,12787431,,10184,9462,8818,8436,
SRR5125578,GTEX-X4EP-0011-R1A-SM-3P624,SAMN01993957,Brain - Hippocampus,59285683,19765564,17914133,40,40,40,40,40,,,,,,,14623255,14015138,13362190,12787439,,10184,9462,8818,8436,
SRR810571,GTEX-X4EP-0011-R1A-SM-3P624,SAMN01993957,Brain - Hippocampus,59285683,19765564,17914130,40,40,40,40,40,,,,,,,14623248,14015132,13362185,12787433,,10184,9462,8818,8436,
SRR5125574,GTEX-X4EP-0011-R2B-SM-3P625,SAMN01994405,Brain - Substantia nigra,54429793,5536038,4287920,38,38,36,35,33,,,,,,,3426553,3282686,3128715,2991877,,3749,3488,3279,3139,
SRR5125575,GTEX-X4EP-0011-R2B-SM-3P625,SAMN01994405,Brain - Substantia nigra,54429793,5536038,4287916,38,38,36,35,33,,,,,,,3426546,3282679,3128708,2991870,,3749,3488,3279,3139,
SRR821019,GTEX-X4EP-0011-R2B-SM-3P625,SAMN01994405,Brain - Substantia nigra,54429793,5536038,4287921,38,38,36,35,33,,,,,,,3426556,3282690,3128718,2991880,,3749,3488,3279,3139,
SRR817658,GTEX-X4EP-0011-R3A-SM-3P626,SAMN01994029,Brain - Anterior cingulate cortex (BA24),56278313,29377241,27058175,55,55,53,53,49,,,,,,,22166165,21263901,20295459,19440210,,16567,15338,14324,13694,
SRR819346,GTEX-X4EP-0011-R4B-SM-3P627,SAMN01994259,Brain - Amygdala,59318962,33666559,30909786,30,30,30,30,30,,,,,,,25353910,24303602,23185904,22202867,,15258,14168,13240,12665,
SRR5125565,GTEX-X4EP-0011-R5A-SM-3P628,SAMN01994456,Brain - Caudate (basal ganglia),61012762,1639178,238446,34,34,32,29,29,42,,,,,,128640,123429,117667,112599,64504,103,98,91,86,35
SRR5125566,GTEX-X4EP-0011-R5A-SM-3P628,SAMN01994456,Brain - Caudate (basal ganglia),61012762,1639178,238445,34,34,32,29,29,42,,,,,,128640,123429,117667,112599,64504,103,98,91,86,35
SRR820133,GTEX-X4EP-0011-R5A-SM-3P628,SAMN01994456,Brain - Caudate (basal ganglia),61012762,1639178,238447,34,34,32,29,29,,,,,,,128640,123429,117667,112599,,103,98,91,86,
SRR5125562,GTEX-X4EP-0011-R6A-SM-3P629,SAMN01993946,Brain - Nucleus accumbens (basal ganglia),63447075,3227258,1619600,22,22,21,20,20,,2,2,2,2,,1244244,1192945,1138136,1089846,,947,874,829,801,
SRR5125563,GTEX-X4EP-0011-R6A-SM-3P629,SAMN01993946,Brain - Nucleus accumbens (basal ganglia),63447075,3227258,1619596,22,22,21,20,20,,2,2,2,2,,1244248,1192947,1138137,1089847,,947,874,829,801,
SRR820209,GTEX-X4EP-0011-R6A-SM-3P629,SAMN01993946,Brain - Nucleus accumbens (basal ganglia),63447075,3227258,1619594,22,22,21,20,20,,2,2,2,2,,1244245,1192947,1138138,1089848,,947,874,829,801,
SRR1360718,GTEX-X4EP-0011-R7B-SM-4PQZW,SAMN02792215,Brain - Putamen (basal ganglia),40245880,1091876,136837,6,6,6,6,6,21,,,,,,85540,83955,82366,80929,45561,86,84,81,78,37
SRR1445895,GTEX-X4EP-0011-R8B-SM-4QASL,SAMN02790722,Brain - Hypothalamus,40961587,15702204,13803618,4,4,4,4,4,,,,,,,11674134,11472005,11262663,11070644,,8524,8287,8144,8051,
SRR1369148,GTEX-X4EP-0011-R9B-SM-4QASI,SAMN02792377,Brain - Spinal cord (cervical c-1),38594637,1335042,30222,4,4,4,4,4,6,,,,,,1548,1516,1490,1462,803,,,,,
SRR5125541,GTEX-X4EP-3026-SM-3P5YP,SAMN01994278,Brain - Cerebellum,51970127,1783016,85496,28,28,27,27,26,33,2,2,2,2,,1215,1131,1024,951,516,2,2,2,2,
SRR5125542,GTEX-X4EP-3026-SM-3P5YP,SAMN01994278,Brain - Cerebellum,51970127,1783016,85496,28,28,27,27,26,33,2,2,2,2,,1215,1131,1024,951,516,2,2,2,2,
SRR810957,GTEX-X4EP-3026-SM-3P5YP,SAMN01994278,Brain - Cerebellum,51970127,1783016,85496,28,28,27,27,26,33,2,2,2,2,,1215,1131,1024,951,516,2,2,2,2,
SRR1085495,GTEX-X4XX-0011-R10B-SM-46MWO,SAMN02465079,Brain - Frontal Cortex (BA9),33233745,970931,26787,,,,,,4,,,,,,2,2,2,2,1,,,,,
SRR1080927,GTEX-X4XX-0011-R11A-SM-46MWQ,SAMN02465525,Brain - Cerebellar Hemisphere,38302496,1355774,37241,3,3,3,3,3,4,,,,,,2,2,2,2,1,,,,,
SRR5125535,GTEX-X4XX-0011-R1B-SM-3P622,SAMN01994289,Brain - Hippocampus,67923722,1057430,85075,18,18,16,15,15,43,,,,,,1615,1486,1357,1251,688,3,2,2,2,
SRR5125536,GTEX-X4XX-0011-R1B-SM-3P622,SAMN01994289,Brain - Hippocampus,67923722,1057430,85075,18,18,16,15,15,43,,,,,,1615,1486,1357,1251,688,3,2,2,2,
SRR817856,GTEX-X4XX-0011-R1B-SM-3P622,SAMN01994289,Brain - Hippocampus,67923722,1057430,85075,18,18,16,15,15,43,,,,,,1615,1486,1357,1251,688,3,2,2,2,
SRR5125532,GTEX-X4XX-0011-R2A-SM-3P623,SAMN01994419,Brain - Substantia nigra,61421961,1207521,81446,23,23,23,23,23,28,,,,,,1456,1366,1247,1142,655,1,1,1,1,1
SRR5125533,GTEX-X4XX-0011-R2A-SM-3P623,SAMN01994419,Brain - Substantia nigra,61421961,1207521,81446,23,23,23,23,23,28,,,,,,1456,1366,1247,1142,655,1,1,1,1,1
SRR817686,GTEX-X4XX-0011-R2A-SM-3P623,SAMN01994419,Brain - Substantia nigra,61421961,1207521,81446,23,23,23,23,23,28,,,,,,1456,1366,1247,1142,655,1,1,1,1,1
SRR1085850,GTEX-X4XX-0011-R3B-SM-46MWK,SAMN02465455,Brain - Anterior cingulate cortex (BA24),31179898,762251,25249,13,13,12,12,12,35,,,,,,6,6,6,6,4,,,,,
