Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment
SRR13917457,RNA-Seq,121,394584751,PRJNA682434,SAMN18234337,117200020,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10297080,GSM5149452,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149452,PBMCs,SRP295709,mock
SRR13917458,RNA-Seq,121,587269023,PRJNA682434,SAMN18234336,174608570,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297081,GSM5149453,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149453,PBMCs,SRP295709,flu-infected
SRR13917459,RNA-Seq,121,1018328982,PRJNA682434,SAMN18234335,303183414,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX10297082,GSM5149454,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149454,PBMCs,SRP295709,mock
SRR13917460,RNA-Seq,121,819449510,PRJNA682434,SAMN18233988,246282614,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10297065,GSM5149293,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149293,PBMCs,SRP295709,flu-infected
SRR13917461,RNA-Seq,121,371061746,PRJNA682434,SAMN18233985,113499259,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297066,GSM5149294,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149294,PBMCs,SRP295709,mock
SRR13917462,RNA-Seq,121,319469887,PRJNA682434,SAMN18233984,95552724,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10297067,GSM5149295,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149295,PBMCs,SRP295709,flu-infected
SRR13917463,RNA-Seq,121,594210551,PRJNA682434,SAMN18233983,178747130,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX10297068,GSM5149296,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149296,PBMCs,SRP295709,mock
SRR13917464,RNA-Seq,121,386385912,PRJNA682434,SAMN18233981,116351605,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297069,GSM5149297,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149297,PBMCs,SRP295709,flu-infected
SRR13917465,RNA-Seq,121,794119612,PRJNA682434,SAMN18233980,243522736,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297070,GSM5149298,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149298,PBMCs,SRP295709,mock
SRR13917466,RNA-Seq,121,803174163,PRJNA682434,SAMN18234019,246340446,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297071,GSM5149299,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149299,PBMCs,SRP295709,flu-infected
SRR13917467,RNA-Seq,121,367468651,PRJNA682434,SAMN18233987,116737743,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297072,GSM5149300,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149300,PBMCs,SRP295709,mock
SRR13917468,RNA-Seq,121,632456594,PRJNA682434,SAMN18233986,192054814,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10296974,GSM5149301,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149301,PBMCs,SRP295709,flu-infected
SRR13917469,RNA-Seq,121,31723538,PRJNA682434,SAMN18234018,9353902,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10296975,GSM5149302,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149302,PBMCs,SRP295709,mock
SRR13917470,RNA-Seq,121,825769582,PRJNA682434,SAMN18234017,246371716,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10296976,GSM5149303,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149303,PBMCs,SRP295709,flu-infected
SRR13917471,RNA-Seq,121,592854746,PRJNA682434,SAMN18234016,176304691,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297025,GSM5149304,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149304,PBMCs,SRP295709,mock
SRR13917472,RNA-Seq,121,1087529366,PRJNA682434,SAMN18234015,323252349,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX10297026,GSM5149305,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149305,PBMCs,SRP295709,flu-infected
SRR13917473,RNA-Seq,121,953750677,PRJNA682434,SAMN18234014,283557844,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10297027,GSM5149306,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149306,PBMCs,SRP295709,mock
SRR13917474,RNA-Seq,121,1521725524,PRJNA682434,SAMN18234013,450815570,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297028,GSM5149307,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149307,PBMCs,SRP295709,flu-infected
SRR13917475,RNA-Seq,121,1059047055,PRJNA682434,SAMN18234012,316119344,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297029,GSM5149308,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149308,PBMCs,SRP295709,mock
SRR13917476,RNA-Seq,121,1003541209,PRJNA682434,SAMN18234011,352563073,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10297030,GSM5149309,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149309,PBMCs,SRP295709,flu-infected
SRR13917477,RNA-Seq,121,1197040900,PRJNA682434,SAMN18234010,359642945,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297031,GSM5149310,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149310,PBMCs,SRP295709,mock
SRR13917478,RNA-Seq,121,1722293672,PRJNA682434,SAMN18234009,512250364,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297032,GSM5149311,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149311,PBMCs,SRP295709,flu-infected
SRR13917479,RNA-Seq,121,758211773,PRJNA682434,SAMN18234008,224808368,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10297033,GSM5149312,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149312,PBMCs,SRP295709,mock
SRR13917480,RNA-Seq,121,417486300,PRJNA682434,SAMN18234007,131713918,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297034,GSM5149313,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149313,PBMCs,SRP295709,flu-infected
SRR13917481,RNA-Seq,121,386176703,PRJNA682434,SAMN18234006,122967718,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297035,GSM5149314,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149314,PBMCs,SRP295709,mock
SRR13917482,RNA-Seq,121,476242690,PRJNA682434,SAMN18234005,144276009,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10297036,GSM5149315,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149315,PBMCs,SRP295709,flu-infected
SRR13917483,RNA-Seq,121,593850818,PRJNA682434,SAMN18234004,181365281,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10297037,GSM5149316,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149316,PBMCs,SRP295709,mock
SRR13917484,RNA-Seq,121,547940030,PRJNA682434,SAMN18234003,166036578,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10297038,GSM5149317,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149317,PBMCs,SRP295709,flu-infected
SRR13917485,RNA-Seq,121,665023139,PRJNA682434,SAMN18234002,199471886,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297039,GSM5149318,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149318,PBMCs,SRP295709,mock
SRR13917486,RNA-Seq,121,968965943,PRJNA682434,SAMN18234001,287948106,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297040,GSM5149319,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149319,PBMCs,SRP295709,flu-infected
SRR13917487,RNA-Seq,121,864130212,PRJNA682434,SAMN18234036,261510642,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10297041,GSM5149320,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149320,PBMCs,SRP295709,mock
SRR13917488,RNA-Seq,121,1029403144,PRJNA682434,SAMN18234035,306658834,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10297042,GSM5149321,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149321,PBMCs,SRP295709,flu-infected
SRR13917489,RNA-Seq,121,961047703,PRJNA682434,SAMN18234034,291735322,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10297043,GSM5149322,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149322,PBMCs,SRP295709,mock
SRR13917490,RNA-Seq,121,773210086,PRJNA682434,SAMN18234033,231215660,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10297044,GSM5149323,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149323,PBMCs,SRP295709,flu-infected
SRR13917491,RNA-Seq,121,1259962594,PRJNA682434,SAMN18234032,382214249,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297045,GSM5149324,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149324,PBMCs,SRP295709,mock
SRR13917492,RNA-Seq,121,1856856078,PRJNA682434,SAMN18234031,554317321,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX10297046,GSM5149325,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149325,PBMCs,SRP295709,flu-infected
SRR13917493,RNA-Seq,121,853590023,PRJNA682434,SAMN18234030,262951867,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10297047,GSM5149326,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149326,PBMCs,SRP295709,mock
SRR13917494,RNA-Seq,121,957844712,PRJNA682434,SAMN18234028,291550558,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297048,GSM5149327,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149327,PBMCs,SRP295709,flu-infected
SRR13917495,RNA-Seq,121,520891327,PRJNA682434,SAMN18234027,156195997,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10296977,GSM5149328,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149328,PBMCs,SRP295709,mock
SRR13917496,RNA-Seq,121,1438328694,PRJNA682434,SAMN18234029,427424567,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10296978,GSM5149329,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149329,PBMCs,SRP295709,flu-infected
SRR13917497,RNA-Seq,121,1111335753,PRJNA682434,SAMN18234026,336496653,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10296979,GSM5149330,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149330,PBMCs,SRP295709,mock
SRR13917498,RNA-Seq,121,978567535,PRJNA682434,SAMN18234025,293469845,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10296980,GSM5149331,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149331,PBMCs,SRP295709,flu-infected
SRR13917499,RNA-Seq,121,766277391,PRJNA682434,SAMN18234024,226578320,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX10296981,GSM5149332,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149332,PBMCs,SRP295709,mock
SRR13917500,RNA-Seq,121,1603315582,PRJNA682434,SAMN18234248,493077756,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10296982,GSM5149333,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149333,PBMCs,SRP295709,flu-infected
SRR13917501,RNA-Seq,121,1654369112,PRJNA682434,SAMN18234247,492629802,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10296983,GSM5149334,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149334,PBMCs,SRP295709,mock
SRR13917502,RNA-Seq,121,885345626,PRJNA682434,SAMN18234283,265802044,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10296984,GSM5149335,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149335,PBMCs,SRP295709,flu-infected
SRR13917503,RNA-Seq,121,1258059748,PRJNA682434,SAMN18234282,380469473,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX10296985,GSM5149336,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149336,PBMCs,SRP295709,mock
SRR13917504,RNA-Seq,121,638189211,PRJNA682434,SAMN18234281,210546382,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10296986,GSM5149337,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149337,PBMCs,SRP295709,flu-infected
SRR13917505,RNA-Seq,121,1223738582,PRJNA682434,SAMN18234302,386816348,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10296987,GSM5149338,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149338,PBMCs,SRP295709,mock
SRR13917506,RNA-Seq,121,1587210119,PRJNA682434,SAMN18234301,479919548,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10296988,GSM5149339,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149339,PBMCs,SRP295709,flu-infected
SRR13917507,RNA-Seq,121,653569521,PRJNA682434,SAMN18234300,208791945,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10296989,GSM5149340,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149340,PBMCs,SRP295709,mock
SRR13917508,RNA-Seq,121,1372426770,PRJNA682434,SAMN18234299,411966417,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10296990,GSM5149341,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149341,PBMCs,SRP295709,flu-infected
SRR13917509,RNA-Seq,121,925764103,PRJNA682434,SAMN18234298,288387903,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10296991,GSM5149342,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149342,PBMCs,SRP295709,mock
SRR13917510,RNA-Seq,121,1088254398,PRJNA682434,SAMN18234297,343298191,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10296992,GSM5149343,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149343,PBMCs,SRP295709,flu-infected
SRR13917511,RNA-Seq,121,1167481447,PRJNA682434,SAMN18234296,352771116,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX10296993,GSM5149344,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149344,PBMCs,SRP295709,mock
SRR13917512,RNA-Seq,121,734862766,PRJNA682434,SAMN18234295,223542427,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10296994,GSM5149345,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149345,PBMCs,SRP295709,flu-infected
SRR13917513,RNA-Seq,121,834900968,PRJNA682434,SAMN18234294,252388550,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10296995,GSM5149346,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149346,PBMCs,SRP295709,mock
SRR13917514,RNA-Seq,121,550838343,PRJNA682434,SAMN18234293,191545976,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10296996,GSM5149347,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149347,PBMCs,SRP295709,flu-infected
SRR13917515,RNA-Seq,121,1248229708,PRJNA682434,SAMN18234292,387364177,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10296997,GSM5149348,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149348,PBMCs,SRP295709,mock
SRR13917516,RNA-Seq,121,1331960135,PRJNA682434,SAMN18234291,411624430,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10296998,GSM5149349,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149349,PBMCs,SRP295709,flu-infected
SRR13917517,RNA-Seq,121,944767758,PRJNA682434,SAMN18234290,289533474,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10296999,GSM5149350,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149350,PBMCs,SRP295709,mock
SRR13917518,RNA-Seq,121,869896951,PRJNA682434,SAMN18234289,286023358,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297000,GSM5149351,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149351,PBMCs,SRP295709,flu-infected
SRR13917519,RNA-Seq,121,1203475801,PRJNA682434,SAMN18234288,362355704,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10296950,GSM5149352,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149352,PBMCs,SRP295709,mock
SRR13917520,RNA-Seq,121,1203631044,PRJNA682434,SAMN18234287,359782087,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10296951,GSM5149353,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149353,PBMCs,SRP295709,flu-infected
SRR13917521,RNA-Seq,121,529692141,PRJNA682434,SAMN18234286,193370688,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX10296952,GSM5149354,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149354,PBMCs,SRP295709,mock
SRR13917522,RNA-Seq,121,841726578,PRJNA682434,SAMN18234285,306488422,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10296953,GSM5149355,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149355,PBMCs,SRP295709,flu-infected
